Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10
2011,Ventura,90,Prevention Quality Overall Composite,6023,621646,968.9,1018.5,,,
2012,Ventura,90,Prevention Quality Overall Composite,5739,604609,949.2,955.7,,,
2013,Ventura,90,Prevention Quality Overall Composite,5750,611966,939.6,933.1,,,
2014,Ventura,90,Prevention Quality Overall Composite,5506,627517,877.4,883.8,,,
2015,Ventura,90,Prevention Quality Overall Composite,4601,462309,995.2,951.5,,,
2016,Ventura,90,Prevention Quality Overall Composite,,,,,"5,858","650,773",900.2
2017,Ventura,90,Prevention Quality Overall Composite,,,,,"6,256","655,773",954
2005,Yolo,90,Prevention Quality Overall Composite,1229,138697,886.1,1124.5,,,
2006,Yolo,90,Prevention Quality Overall Composite,1267,141734,893.9,1129.7,,,
2007,Yolo,90,Prevention Quality Overall Composite,1200,145666,823.8,1037,,,
2008,Yolo,90,Prevention Quality Overall Composite,1137,148222,767.1,957.5,,,
2009,Yolo,90,Prevention Quality Overall Composite,1097,150584,728.5,902.8,,,
2010,Yolo,90,Prevention Quality Overall Composite,1060,152061,697.1,852,,,
2011,Yolo,90,Prevention Quality Overall Composite,1069,153893,694.6,843.6,,,
2012,Yolo,90,Prevention Quality Overall Composite,961,150107,640.2,745.9,,,
2013,Yolo,90,Prevention Quality Overall Composite,971,151676,640.2,734.7,,,
2014,Yolo,90,Prevention Quality Overall Composite,885,158797,557.3,656.4,,,
2015,Yolo,90,Prevention Quality Overall Composite,806,115361,698.7,772.7,,,
2016,Yolo,90,Prevention Quality Overall Composite,,,,,"1,037","169,854",610.5
2017,Yolo,90,Prevention Quality Overall Composite,,,,,"1,101","172,865",636.9
2005,Yuba,90,Prevention Quality Overall Composite,954,46677,2043.8,2455.5,,,
2006,Yuba,90,Prevention Quality Overall Composite,955,48823,1956,2385.2,,,
2007,Yuba,90,Prevention Quality Overall Composite,868,49805,1742.8,2120.6,,,
2008,Yuba,90,Prevention Quality Overall Composite,977,50676,1927.9,2335.8,,,
2009,Yuba,90,Prevention Quality Overall Composite,957,50775,1884.8,2253.2,,,
2010,Yuba,90,Prevention Quality Overall Composite,1012,51397,1969,2319.2,,,
2011,Yuba,90,Prevention Quality Overall Composite,1032,51791,1992.6,2321.7,,,
2012,Yuba,90,Prevention Quality Overall Composite,991,52301,1894.8,2191.6,,,
2013,Yuba,90,Prevention Quality Overall Composite,957,52770,1813.5,2085.7,,,
2014,Yuba,90,Prevention Quality Overall Composite,848,54942,1543.4,1812.4,,,
2015,Yuba,90,Prevention Quality Overall Composite,758,40517,1870.8,2114.2,,,
2016,Yuba,90,Prevention Quality Overall Composite,,,,,939,"54,621",1719.1
2017,Yuba,90,Prevention Quality Overall Composite,,,,,947,"55,946",1692.7
2005,Alameda,91,Prevention Quality Acute Composite,5660,1102068,513.6,602.1,,,
2006,Alameda,91,Prevention Quality Acute Composite,5516,1106823,498.4,580.5,,,
2007,Alameda,91,Prevention Quality Acute Composite,5759,1117973,515.1,594.4,,,
2008,Alameda,91,Prevention Quality Acute Composite,5286,1136417,465.1,534.9,,,
2009,Alameda,91,Prevention Quality Acute Composite,4933,1155287,427,487.3,,,
2010,Alameda,91,Prevention Quality Acute Composite,4796,1169910,409.9,463.2,,,
2011,Alameda,91,Prevention Quality Acute Composite,4546,1186810,383,427.4,,,
2012,Alameda,91,Prevention Quality Acute Composite,4043,1173980,344.4,374.1,,,
2013,Alameda,91,Prevention Quality Acute Composite,3668,1197759,306.2,330.6,,,
2014,Alameda,91,Prevention Quality Acute Composite,3218,1192027,270,292.2,,,
2015,Alameda,91,Prevention Quality Acute Composite,2769,923607,299.8,316.1,,,
2016,Alameda,91,Prevention Quality Acute Composite,,,,,"3,347","1,307,762",255.9
2017,Alameda,91,Prevention Quality Acute Composite,,,,,"2,829","1,318,527",214.6
2005,Alpine,91,Prevention Quality Acute Composite,1,979,102.1,119.4,,,
2006,Alpine,91,Prevention Quality Acute Composite,1,1001,99.9,123.7,,,
2007,Alpine,91,Prevention Quality Acute Composite,4,1009,396.4,469,,,
2008,Alpine,91,Prevention Quality Acute Composite,0,957,0,0,,,
2009,Alpine,91,Prevention Quality Acute Composite,0,947,0,0,,,
2010,Alpine,91,Prevention Quality Acute Composite,4,895,446.9,522.8,,,
2011,Alpine,91,Prevention Quality Acute Composite,0,888,0,0,,,
2012,Alpine,91,Prevention Quality Acute Composite,1,2975,33.6,76.6,,,
2013,Alpine,91,Prevention Quality Acute Composite,0,2967,0,0,,,
2014,Alpine,91,Prevention Quality Acute Composite,0,2018,0,0,,,
2015,Alpine,91,Prevention Quality Acute Composite,1,3000,33.3,76.8,,,
2016,Alpine,91,Prevention Quality Acute Composite,,,,,2,872,229.4
2017,Alpine,91,Prevention Quality Acute Composite,,,,,0,927,0
2005,Amador,91,Prevention Quality Acute Composite,210,31101,675.2,582.6,,,
2006,Amador,91,Prevention Quality Acute Composite,178,31460,565.8,487.1,,,
2007,Amador,91,Prevention Quality Acute Composite,201,31883,630.4,535.7,,,
2008,Amador,91,Prevention Quality Acute Composite,198,31619,626.2,522.1,,,
2009,Amador,91,Prevention Quality Acute Composite,185,31769,582.3,476.5,,,
2010,Amador,91,Prevention Quality Acute Composite,164,31720,517,417,,,
2011,Amador,91,Prevention Quality Acute Composite,172,31760,541.6,426.4,,,
2012,Amador,91,Prevention Quality Acute Composite,190,32614,582.6,466.1,,,
2013,Amador,91,Prevention Quality Acute Composite,178,32252,551.9,430.6,,,
2014,Amador,91,Prevention Quality Acute Composite,165,33224,496.6,388.5,,,
2015,Amador,91,Prevention Quality Acute Composite,132,24635,535.8,411.5,,,
2016,Amador,91,Prevention Quality Acute Composite,,,,,176,"31,629",556.5
2017,Amador,91,Prevention Quality Acute Composite,,,,,114,"32,756",348
2005,Butte,91,Prevention Quality Acute Composite,1517,165310,917.7,839.2,,,
2006,Butte,91,Prevention Quality Acute Composite,1405,167351,839.6,769.9,,,
2007,Butte,91,Prevention Quality Acute Composite,1533,168208,911.4,830.7,,,
2008,Butte,91,Prevention Quality Acute Composite,1564,169793,921.1,838.6,,,
2009,Butte,91,Prevention Quality Acute Composite,1501,170726,879.2,798,,,
2010,Butte,91,Prevention Quality Acute Composite,1612,171576,939.5,849.3,,,
2011,Butte,91,Prevention Quality Acute Composite,1434,172643,830.6,752.4,,,
2012,Butte,91,Prevention Quality Acute Composite,1476,169573,870.4,765.9,,,
2013,Butte,91,Prevention Quality Acute Composite,1229,170817,719.5,632.2,,,
2014,Butte,91,Prevention Quality Acute Composite,1022,175975,580.8,518.4,,,
2015,Butte,91,Prevention Quality Acute Composite,762,128928,591,512.5,,,
2016,Butte,91,Prevention Quality Acute Composite,,,,,"1,132","181,019",625.3
2017,Butte,91,Prevention Quality Acute Composite,,,,,"1,122","183,424",611.7
2005,Calaveras,91,Prevention Quality Acute Composite,296,35913,824.2,717.8,,,
2006,Calaveras,91,Prevention Quality Acute Composite,280,36599,765,663.6,,,
2007,Calaveras,91,Prevention Quality Acute Composite,239,36944,646.9,553.8,,,
2008,Calaveras,91,Prevention Quality Acute Composite,238,37092,641.6,541.5,,,
2009,Calaveras,91,Prevention Quality Acute Composite,215,36875,583.1,481.1,,,
2010,Calaveras,91,Prevention Quality Acute Composite,201,36801,546.2,443.8,,,
2011,Calaveras,91,Prevention Quality Acute Composite,209,36654,570.2,455.1,,,
2012,Calaveras,91,Prevention Quality Acute Composite,218,37597,579.8,462.6,,,
2013,Calaveras,91,Prevention Quality Acute Composite,189,37646,502,393.3,,,
2014,Calaveras,91,Prevention Quality Acute Composite,196,38886,504,398.4,,,
2015,Calaveras,91,Prevention Quality Acute Composite,134,28698,466.9,355.8,,,
2016,Calaveras,91,Prevention Quality Acute Composite,,,,,157,"37,554",418.1
2017,Calaveras,91,Prevention Quality Acute Composite,,,,,150,"37,884",395.9
2005,Colusa,91,Prevention Quality Acute Composite,88,14456,608.7,638.5,,,
2006,Colusa,91,Prevention Quality Acute Composite,105,14677,715.4,762,,,
2007,Colusa,91,Prevention Quality Acute Composite,81,14838,545.9,575.8,,,
2008,Colusa,91,Prevention Quality Acute Composite,123,14891,826,866.3,,,
2009,Colusa,91,Prevention Quality Acute Composite,112,14960,748.7,792,,,
2010,Colusa,91,Prevention Quality Acute Composite,117,15117,774,818.4,,,
2011,Colusa,91,Prevention Quality Acute Composite,111,15207,729.9,758.9,,,
2012,Colusa,91,Prevention Quality Acute Composite,103,16676,617.7,692.9,,,
2013,Colusa,91,Prevention Quality Acute Composite,99,16775,590.2,652.5,,,
2014,Colusa,91,Prevention Quality Acute Composite,91,16641,546.8,586.2,,,
2015,Colusa,91,Prevention Quality Acute Composite,78,13259,588.3,657.5,,,
2016,Colusa,91,Prevention Quality Acute Composite,,,,,78,"15,694",497
2017,Colusa,91,Prevention Quality Acute Composite,,,,,51,"15,810",322.6
2005,Contra Costa,91,Prevention Quality Acute Composite,4030,744835,541.1,578.8,,,
2006,Contra Costa,91,Prevention Quality Acute Composite,3797,747747,507.8,538.7,,,
2007,Contra Costa,91,Prevention Quality Acute Composite,4143,755752,548.2,576.1,,,
2008,Contra Costa,91,Prevention Quality Acute Composite,3860,767612,502.9,524,,,
2009,Contra Costa,91,Prevention Quality Acute Composite,3793,780970,485.7,503.2,,,
2010,Contra Costa,91,Prevention Quality Acute Composite,3742,793960,471.3,485.3,,,
2011,Contra Costa,91,Prevention Quality Acute Composite,3374,808054,417.5,425.4,,,
2012,Contra Costa,91,Prevention Quality Acute Composite,3152,793369,397.3,391.1,,,
2013,Contra Costa,91,Prevention Quality Acute Composite,2741,808882,338.9,330.2,,,
2014,Contra Costa,91,Prevention Quality Acute Composite,2530,818959,308.9,304,,,
2015,Contra Costa,91,Prevention Quality Acute Composite,2182,620275,351.8,332.9,,,
2016,Contra Costa,91,Prevention Quality Acute Composite,,,,,"2,599","876,390",296.6
2017,Contra Costa,91,Prevention Quality Acute Composite,,,,,"2,286","885,423",258.2
2005,Del Norte,91,Prevention Quality Acute Composite,143,22067,648,707.1,,,
2006,Del Norte,91,Prevention Quality Acute Composite,107,22055,485.2,528.6,,,
2007,Del Norte,91,Prevention Quality Acute Composite,140,22315,627.4,683.6,,,
2008,Del Norte,91,Prevention Quality Acute Composite,110,22398,491.1,529,,,
2009,Del Norte,91,Prevention Quality Acute Composite,132,22525,586,624.9,,,
2010,Del Norte,91,Prevention Quality Acute Composite,123,22507,546.5,577.3,,,
2011,Del Norte,91,Prevention Quality Acute Composite,143,22606,632.6,659.9,,,
2012,Del Norte,91,Prevention Quality Acute Composite,114,23687,481.3,521.2,,,
2013,Del Norte,91,Prevention Quality Acute Composite,159,23420,678.9,717.1,,,
2014,Del Norte,91,Prevention Quality Acute Composite,147,23656,621.4,654.8,,,
2015,Del Norte,91,Prevention Quality Acute Composite,74,17650,419.3,438,,,
2016,Del Norte,91,Prevention Quality Acute Composite,,,,,75,"21,672",346.1
2017,Del Norte,91,Prevention Quality Acute Composite,,,,,63,"21,558",292.2
2005,El Dorado,91,Prevention Quality Acute Composite,569,132739,428.7,446.7,,,
2006,El Dorado,91,Prevention Quality Acute Composite,551,134458,409.8,424.6,,,
2007,El Dorado,91,Prevention Quality Acute Composite,595,135852,438,447.5,,,
2008,El Dorado,91,Prevention Quality Acute Composite,595,137534,432.6,435.2,,,
2009,El Dorado,91,Prevention Quality Acute Composite,481,139337,345.2,341.4,,,
2010,El Dorado,91,Prevention Quality Acute Composite,507,140597,360.6,350.2,,,
2011,El Dorado,91,Prevention Quality Acute Composite,473,141461,334.4,317.2,,,
2012,El Dorado,91,Prevention Quality Acute Composite,471,139213,338.3,308.7,,,
2013,El Dorado,91,Prevention Quality Acute Composite,450,140808,319.6,285,,,
2014,El Dorado,91,Prevention Quality Acute Composite,427,146643,291.2,266.4,,,
2015,El Dorado,91,Prevention Quality Acute Composite,422,106572,396,337.4,,,
2016,El Dorado,91,Prevention Quality Acute Composite,,,,,517,"148,505",348.1
2017,El Dorado,91,Prevention Quality Acute Composite,,,,,417,"151,118",275.9
2005,Fresno,91,Prevention Quality Acute Composite,4019,605300,664,782.9,,,
2006,Fresno,91,Prevention Quality Acute Composite,3733,614966,607,715,,,
2007,Fresno,91,Prevention Quality Acute Composite,3659,624332,586.1,686.8,,,
2008,Fresno,91,Prevention Quality Acute Composite,3928,634600,619,721.5,,,
2009,Fresno,91,Prevention Quality Acute Composite,3916,644386,607.7,705.2,,,
2010,Fresno,91,Prevention Quality Acute Composite,3705,654204,566.3,651.9,,,
2011,Fresno,91,Prevention Quality Acute Composite,3716,664750,559,639.1,,,
2012,Fresno,91,Prevention Quality Acute Composite,3491,642666,543.2,597.7,,,
2013,Fresno,91,Prevention Quality Acute Composite,3378,650435,519.3,568.2,,,
2014,Fresno,91,Prevention Quality Acute Composite,3172,679486,466.8,521.4,,,
2015,Fresno,91,Prevention Quality Acute Composite,2255,491442,458.9,488.2,,,
2016,Fresno,91,Prevention Quality Acute Composite,,,,,"3,312","699,317",473.6
2017,Fresno,91,Prevention Quality Acute Composite,,,,,"2,841","707,571",401.5
2005,Glenn,91,Prevention Quality Acute Composite,180,19554,920.5,928.4,,,
2006,Glenn,91,Prevention Quality Acute Composite,170,19731,861.6,865,,,
2007,Glenn,91,Prevention Quality Acute Composite,183,19844,922.2,922.9,,,
2008,Glenn,91,Prevention Quality Acute Composite,186,20067,926.9,927.8,,,
2009,Glenn,91,Prevention Quality Acute Composite,176,20155,873.2,872,,,
2010,Glenn,91,Prevention Quality Acute Composite,140,20314,689.2,682.7,,,
2011,Glenn,91,Prevention Quality Acute Composite,138,20401,676.4,665.9,,,
2012,Glenn,91,Prevention Quality Acute Composite,144,21643,665.3,667.2,,,
2013,Glenn,91,Prevention Quality Acute Composite,119,21703,548.3,539.9,,,
2014,Glenn,91,Prevention Quality Acute Composite,143,21574,662.8,657,,,
2015,Glenn,91,Prevention Quality Acute Composite,130,16846,771.7,761.1,,,
2016,Glenn,91,Prevention Quality Acute Composite,,,,,147,"20,547",715.4
2017,Glenn,91,Prevention Quality Acute Composite,,,,,140,"20,671",677.3
2005,Humboldt,91,Prevention Quality Acute Composite,606,102809,589.4,626.4,,,
2006,Humboldt,91,Prevention Quality Acute Composite,500,103611,482.6,509.7,,,
2007,Humboldt,91,Prevention Quality Acute Composite,552,103821,531.7,557.9,,,
2008,Humboldt,91,Prevention Quality Acute Composite,508,104570,485.8,505.2,,,
2009,Humboldt,91,Prevention Quality Acute Composite,520,105478,493,510.9,,,
2010,Humboldt,91,Prevention Quality Acute Composite,517,106717,484.5,501.1,,,
2011,Humboldt,91,Prevention Quality Acute Composite,496,107013,463.5,475,,,
2012,Humboldt,91,Prevention Quality Acute Composite,455,105607,430.8,432.2,,,
2013,Humboldt,91,Prevention Quality Acute Composite,455,105726,430.4,427.5,,,
2014,Humboldt,91,Prevention Quality Acute Composite,406,108619,373.8,375.3,,,
2015,Humboldt,91,Prevention Quality Acute Composite,324,79121,409.5,397.3,,,
2016,Humboldt,91,Prevention Quality Acute Composite,,,,,427,"109,930",388.4
2017,Humboldt,91,Prevention Quality Acute Composite,,,,,370,"110,444",335
2005,Imperial,91,Prevention Quality Acute Composite,595,109478,543.5,671.5,,,
2006,Imperial,91,Prevention Quality Acute Composite,544,112879,481.9,591.7,,,
2007,Imperial,91,Prevention Quality Acute Composite,549,115944,473.5,575.7,,,
2008,Imperial,91,Prevention Quality Acute Composite,583,118550,491.8,588.1,,,
2009,Imperial,91,Prevention Quality Acute Composite,729,121552,599.7,709.1,,,
2010,Imperial,91,Prevention Quality Acute Composite,794,124055,640,750.2,,,
2011,Imperial,91,Prevention Quality Acute Composite,738,125985,585.8,676.2,,,
2012,Imperial,91,Prevention Quality Acute Composite,743,122385,607.1,666.2,,,
2013,Imperial,91,Prevention Quality Acute Composite,616,122276,503.8,539,,,
2014,Imperial,91,Prevention Quality Acute Composite,505,130127,388.1,430.5,,,
2015,Imperial,91,Prevention Quality Acute Composite,390,92754,420.5,425.1,,,
2016,Imperial,91,Prevention Quality Acute Composite,,,,,699,"128,931",542.2
2017,Imperial,91,Prevention Quality Acute Composite,,,,,698,"130,534",534.7
2005,Inyo,91,Prevention Quality Acute Composite,102,14549,701.1,538.7,,,
2006,Inyo,91,Prevention Quality Acute Composite,105,14458,726.2,570.6,,,
2007,Inyo,91,Prevention Quality Acute Composite,108,14505,744.6,584.1,,,
2008,Inyo,91,Prevention Quality Acute Composite,93,14485,642,507.2,,,
2009,Inyo,91,Prevention Quality Acute Composite,84,14651,573.3,453.5,,,
2010,Inyo,91,Prevention Quality Acute Composite,66,14670,449.9,357,,,
2011,Inyo,91,Prevention Quality Acute Composite,69,14640,471.3,365.6,,,
2012,Inyo,91,Prevention Quality Acute Composite,74,16277,454.6,386.2,,,
2013,Inyo,91,Prevention Quality Acute Composite,58,16251,356.9,298.5,,,
2014,Inyo,91,Prevention Quality Acute Composite,64,15730,406.9,331.4,,,
2015,Inyo,91,Prevention Quality Acute Composite,34,12814,265.3,224.2,,,
2016,Inyo,91,Prevention Quality Acute Composite,,,,,51,"14,322",356.1
2017,Inyo,91,Prevention Quality Acute Composite,,,,,50,"14,335",348.8
2005,Kern,91,Prevention Quality Acute Composite,3599,526395,683.7,888.5,,,
2006,Kern,91,Prevention Quality Acute Composite,3240,544084,595.5,778.1,,,
2007,Kern,91,Prevention Quality Acute Composite,3430,557795,614.9,802.6,,,
2008,Kern,91,Prevention Quality Acute Composite,3493,568635,614.3,799.3,,,
2009,Kern,91,Prevention Quality Acute Composite,3301,578043,571.1,740.1,,,
2010,Kern,91,Prevention Quality Acute Composite,3194,587730,543.4,699.7,,,
2011,Kern,91,Prevention Quality Acute Composite,3240,597565,542.2,693.6,,,
2012,Kern,91,Prevention Quality Acute Composite,2887,576340,500.9,614.4,,,
2013,Kern,91,Prevention Quality Acute Composite,2833,583929,485.2,590.4,,,
2014,Kern,91,Prevention Quality Acute Composite,2574,622019,413.8,522,,,
2015,Kern,91,Prevention Quality Acute Composite,2082,441243,471.8,556.6,,,
2016,Kern,91,Prevention Quality Acute Composite,,,,,"2,837","627,175",452.3
2017,Kern,91,Prevention Quality Acute Composite,,,,,"2,705","633,999",426.7
2005,Kings,91,Prevention Quality Acute Composite,550,104744,525.1,786.9,,,
2006,Kings,91,Prevention Quality Acute Composite,529,106920,494.8,741.8,,,
2007,Kings,91,Prevention Quality Acute Composite,570,108972,523.1,778.5,,,
2008,Kings,91,Prevention Quality Acute Composite,560,110111,508.6,744.6,,,
2009,Kings,91,Prevention Quality Acute Composite,613,109913,557.7,806.4,,,
2010,Kings,91,Prevention Quality Acute Composite,642,110532,580.8,832.6,,,
2011,Kings,91,Prevention Quality Acute Composite,657,111322,590.2,836.4,,,
2012,Kings,91,Prevention Quality Acute Composite,552,107485,513.6,699.7,,,
2013,Kings,91,Prevention Quality Acute Composite,494,107035,461.5,617,,,
2014,Kings,91,Prevention Quality Acute Composite,411,114326,359.5,495,,,
2015,Kings,91,Prevention Quality Acute Composite,302,78983,382.4,489.1,,,
2016,Kings,91,Prevention Quality Acute Composite,,,,,455,"108,996",417.4
2017,Kings,91,Prevention Quality Acute Composite,,,,,423,"109,137",387.6
2005,Lake,91,Prevention Quality Acute Composite,386,49529,779.3,685.7,,,
